,Fecha_Retiro,Ciclo_Estacion_Retiro,ct,index
18631,2021-09-08,318.0,14,18631
18630,2021-09-08,317.0,48,18630
18629,2021-09-08,316.0,22,18629
18628,2021-09-08,314.0,12,18628
18627,2021-09-08,313.0,15,18627
18626,2021-09-08,312.0,10,18626
18625,2021-09-08,311.0,15,18625
18624,2021-09-08,310.0,14,18624
18623,2021-09-08,309.0,18,18623
18622,2021-09-08,308.0,17,18622
18621,2021-09-08,307.0,13,18621
18620,2021-09-08,306.0,26,18620
18619,2021-09-08,305.0,66,18619
18618,2021-09-08,304.0,15,18618
18617,2021-09-08,303.0,19,18617
18616,2021-09-08,302.0,67,18616
18615,2021-09-08,301.0,17,18615
18614,2021-09-08,300.0,33,18614
18613,2021-09-08,299.0,31,18613
18612,2021-09-08,298.0,12,18612
18611,2021-09-08,297.0,43,18611
18610,2021-09-08,296.0,22,18610
18609,2021-09-08,295.0,63,18609
18608,2021-09-08,294.0,16,18608
18607,2021-09-08,293.0,22,18607
18606,2021-09-08,291.0,31,18606
18605,2021-09-08,290.0,24,18605
18604,2021-09-08,289.0,14,18604
18603,2021-09-08,288.0,14,18603
18602,2021-09-08,287.0,20,18602
18601,2021-09-08,286.0,40,18601
18600,2021-09-08,285.0,18,18600
18599,2021-09-08,284.0,22,18599
18598,2021-09-08,283.0,13,18598
18597,2021-09-08,282.0,17,18597
18596,2021-09-08,281.0,26,18596
18595,2021-09-08,279.0,12,18595
18594,2021-09-08,278.0,7,18594
18593,2021-09-08,277.0,19,18593
18592,2021-09-08,276.0,73,18592
18591,2021-09-08,275.0,1,18591
18590,2021-09-08,274.0,30,18590
18589,2021-09-08,273.0,10,18589
18588,2021-09-08,272.0,68,18588
18587,2021-09-08,271.0,90,18587
18586,2021-09-08,270.0,40,18586
18585,2021-09-08,269.0,7,18585
18584,2021-09-08,268.0,8,18584
18583,2021-09-08,267.0,19,18583
18582,2021-09-08,266.0,58,18582
18581,2021-09-08,265.0,18,18581
18580,2021-09-08,264.0,4,18580
18579,2021-09-08,263.0,31,18579
18578,2021-09-08,262.0,38,18578
18577,2021-09-08,261.0,6,18577
18576,2021-09-08,260.0,21,18576
18575,2021-09-08,259.0,24,18575
18574,2021-09-08,258.0,44,18574
18573,2021-09-08,257.0,23,18573
18572,2021-09-08,256.0,53,18572
18571,2021-09-08,255.0,44,18571
18570,2021-09-08,254.0,47,18570
18569,2021-09-08,253.0,27,18569
18568,2021-09-08,252.0,17,18568
18567,2021-09-08,251.0,20,18567
18566,2021-09-08,250.0,18,18566
18565,2021-09-08,249.0,20,18565
18564,2021-09-08,248.0,20,18564
18563,2021-09-08,247.0,3,18563
18562,2021-09-08,246.0,27,18562
18561,2021-09-08,245.0,14,18561
18560,2021-09-08,244.0,15,18560
18559,2021-09-08,243.0,8,18559
18558,2021-09-08,242.0,57,18558
18557,2021-09-08,241.0,14,18557
18556,2021-09-08,240.0,12,18556
18555,2021-09-08,239.0,12,18555
18554,2021-09-08,238.0,27,18554
18553,2021-09-08,237.0,32,18553
18552,2021-09-08,236.0,27,18552
18551,2021-09-08,235.0,16,18551
18550,2021-09-08,234.0,17,18550
18549,2021-09-08,233.0,14,18549
18548,2021-09-08,232.0,27,18548
18547,2021-09-08,231.0,18,18547
18546,2021-09-08,230.0,17,18546
18545,2021-09-08,229.0,11,18545
18544,2021-09-08,228.0,17,18544
18543,2021-09-08,227.0,20,18543
18542,2021-09-08,226.0,15,18542
18541,2021-09-08,225.0,14,18541
18540,2021-09-08,224.0,16,18540
18539,2021-09-08,223.0,32,18539
18538,2021-09-08,222.0,21,18538
18537,2021-09-08,221.0,15,18537
18536,2021-09-08,220.0,5,18536
18535,2021-09-08,219.0,20,18535
18534,2021-09-08,218.0,11,18534
18533,2021-09-08,217.0,56,18533
18532,2021-09-08,216.0,12,18532
18531,2021-09-08,215.0,9,18531
18530,2021-09-08,214.0,13,18530
18529,2021-09-08,213.0,9,18529
18528,2021-09-08,212.0,31,18528
18527,2021-09-08,211.0,49,18527
18526,2021-09-08,210.0,24,18526
18525,2021-09-08,209.0,16,18525
18524,2021-09-08,207.0,17,18524
18523,2021-09-08,206.0,38,18523
18522,2021-09-08,205.0,30,18522
18521,2021-09-08,204.0,21,18521
18520,2021-09-08,203.0,8,18520
18519,2021-09-08,202.0,5,18519
18518,2021-09-08,201.0,16,18518
18517,2021-09-08,200.0,17,18517
18516,2021-09-08,199.0,7,18516
18515,2021-09-08,198.0,14,18515
18514,2021-09-08,197.0,28,18514
18513,2021-09-08,196.0,24,18513
18512,2021-09-08,195.0,17,18512
18511,2021-09-08,194.0,51,18511
18510,2021-09-08,192.0,28,18510
18509,2021-09-08,191.0,16,18509
18508,2021-09-08,190.0,9,18508
18507,2021-09-08,189.0,15,18507
18506,2021-09-08,188.0,22,18506
18505,2021-09-08,187.0,37,18505
18504,2021-09-08,186.0,27,18504
18503,2021-09-08,185.0,35,18503
18502,2021-09-08,184.0,27,18502
18501,2021-09-08,183.0,13,18501
18500,2021-09-08,182.0,102,18500
18499,2021-09-08,181.0,45,18499
18498,2021-09-08,180.0,46,18498
18497,2021-09-08,179.0,46,18497
18496,2021-09-08,178.0,18,18496
18495,2021-09-08,177.0,26,18495
18494,2021-09-08,176.0,11,18494
18493,2021-09-08,175.0,10,18493
18492,2021-09-08,174.0,62,18492
18491,2021-09-08,173.0,36,18491
18490,2021-09-08,172.0,26,18490
18489,2021-09-08,171.0,29,18489
18488,2021-09-08,170.0,32,18488
18487,2021-09-08,169.0,25,18487
18486,2021-09-08,168.0,41,18486
18485,2021-09-08,167.0,21,18485
18484,2021-09-08,166.0,11,18484
18483,2021-09-08,165.0,32,18483
18482,2021-09-08,164.0,37,18482
18481,2021-09-08,163.0,31,18481
18480,2021-09-08,162.0,28,18480
18479,2021-09-08,161.0,37,18479
18478,2021-09-08,160.0,16,18478
18477,2021-09-08,159.0,59,18477
18476,2021-09-08,158.0,47,18476
18475,2021-09-08,157.0,21,18475
18474,2021-09-08,156.0,23,18474
18473,2021-09-08,155.0,28,18473
18472,2021-09-08,154.0,33,18472
18471,2021-09-08,153.0,25,18471
18470,2021-09-08,152.0,30,18470
18469,2021-09-08,151.0,33,18469
18468,2021-09-08,150.0,72,18468
18467,2021-09-08,149.0,52,18467
18466,2021-09-08,148.0,20,18466
18465,2021-09-08,147.0,40,18465
18464,2021-09-08,146.0,45,18464
18463,2021-09-08,145.0,58,18463
18462,2021-09-08,144.0,38,18462
18461,2021-09-08,143.0,28,18461
18460,2021-09-08,142.0,53,18460
18459,2021-09-08,141.0,67,18459
18458,2021-09-08,140.0,33,18458
18457,2021-09-08,139.0,26,18457
18456,2021-09-08,138.0,39,18456
18455,2021-09-08,137.0,42,18455
18454,2021-09-08,136.0,74,18454
18453,2021-09-08,135.0,41,18453
18452,2021-09-08,134.0,64,18452
18451,2021-09-08,133.0,43,18451
18450,2021-09-08,132.0,28,18450
18449,2021-09-08,131.0,29,18449
18448,2021-09-08,130.0,31,18448
18447,2021-09-08,129.0,41,18447
18446,2021-09-08,128.0,42,18446
18445,2021-09-08,127.0,39,18445
18444,2021-09-08,126.0,54,18444
18443,2021-09-08,125.0,50,18443
18442,2021-09-08,124.0,52,18442
18441,2021-09-08,123.0,43,18441
18440,2021-09-08,122.0,17,18440
18439,2021-09-08,121.0,47,18439
18438,2021-09-08,120.0,33,18438
18437,2021-09-08,119.0,82,18437
18436,2021-09-08,118.0,36,18436
18435,2021-09-08,117.0,38,18435
18434,2021-09-08,116.0,43,18434
18433,2021-09-08,115.0,52,18433
18432,2021-09-08,114.0,45,18432
18431,2021-09-08,113.0,34,18431
18430,2021-09-08,112.0,40,18430
18429,2021-09-08,111.0,60,18429
18428,2021-09-08,110.0,31,18428
18427,2021-09-08,109.0,17,18427
18426,2021-09-08,108.0,20,18426
18425,2021-09-08,107.0,43,18425
18424,2021-09-08,106.0,31,18424
18423,2021-09-08,105.0,10,18423
18422,2021-09-08,104.0,13,18422
18421,2021-09-08,103.0,54,18421
18420,2021-09-08,102.0,10,18420
18419,2021-09-08,100.0,23,18419
18418,2021-09-08,99.0,28,18418
18417,2021-09-08,98.0,18,18417
18416,2021-09-08,97.0,34,18416
18415,2021-09-08,96.0,73,18415
18414,2021-09-08,95.0,33,18414
18413,2021-09-08,94.0,16,18413
18412,2021-09-08,93.0,19,18412
18411,2021-09-08,92.0,22,18411
18410,2021-09-08,91.0,23,18410
18409,2021-09-08,90.0,11,18409
18408,2021-09-08,89.0,29,18408
18407,2021-09-08,87.0,58,18407
18406,2021-09-08,86.0,26,18406
18405,2021-09-08,85.0,38,18405
18404,2021-09-08,84.0,74,18404
18403,2021-09-08,83.0,26,18403
18402,2021-09-08,82.0,37,18402
18401,2021-09-08,81.0,10,18401
18400,2021-09-08,80.0,55,18400
18399,2021-09-08,79.0,48,18399
18398,2021-09-08,77.0,35,18398
18397,2021-09-08,76.0,27,18397
18396,2021-09-08,75.0,18,18396
18395,2021-09-08,74.0,74,18395
18394,2021-09-08,73.0,53,18394
18393,2021-09-08,72.0,46,18393
18392,2021-09-08,71.0,61,18392
18391,2021-09-08,70.0,45,18391
18390,2021-09-08,69.0,40,18390
18389,2021-09-08,68.0,53,18389
18388,2021-09-08,67.0,10,18388
18387,2021-09-08,66.0,68,18387
18386,2021-09-08,65.0,21,18386
18385,2021-09-08,64.0,97,18385
18384,2021-09-08,63.0,57,18384
18383,2021-09-08,62.0,41,18383
18382,2021-09-08,61.0,47,18382
18381,2021-09-08,60.0,59,18381
18380,2021-09-08,59.0,59,18380
18379,2021-09-08,58.0,39,18379
18378,2021-09-08,57.0,35,18378
18377,2021-09-08,56.0,49,18377
18376,2021-09-08,55.0,33,18376
18375,2021-09-08,54.0,49,18375
18374,2021-09-08,53.0,56,18374
18373,2021-09-08,52.0,71,18373
18372,2021-09-08,51.0,50,18372
18371,2021-09-08,50.0,30,18371
18370,2021-09-08,49.0,74,18370
18369,2021-09-08,48.0,48,18369
18368,2021-09-08,47.0,56,18368
18367,2021-09-08,46.0,48,18367
18366,2021-09-08,45.0,59,18366
18365,2021-09-08,43.0,50,18365
18364,2021-09-08,42.0,16,18364
18363,2021-09-08,41.0,110,18363
18362,2021-09-08,40.0,35,18362
18361,2021-09-08,39.0,42,18361
18360,2021-09-08,38.0,81,18360
18359,2021-09-08,37.0,57,18359
18358,2021-09-08,36.0,40,18358
18357,2021-09-08,35.0,39,18357
18356,2021-09-08,34.0,34,18356
18355,2021-09-08,33.0,22,18355
18354,2021-09-08,32.0,56,18354
18353,2021-09-08,31.0,32,18353
18352,2021-09-08,30.0,54,18352
18351,2021-09-08,29.0,21,18351
18350,2021-09-08,28.0,72,18350
18349,2021-09-08,27.0,88,18349
18348,2021-09-08,26.0,34,18348
18347,2021-09-08,25.0,45,18347
18346,2021-09-08,24.0,63,18346
18345,2021-09-08,23.0,28,18345
18344,2021-09-08,22.0,16,18344
18343,2021-09-08,21.0,29,18343
18342,2021-09-08,20.0,39,18342
18341,2021-09-08,19.0,33,18341
18340,2021-09-08,18.0,61,18340
18339,2021-09-08,17.0,37,18339
18338,2021-09-08,16.0,29,18338
18337,2021-09-08,15.0,38,18337
18336,2021-09-08,14.0,44,18336
18335,2021-09-08,13.0,10,18335
18334,2021-09-08,12.0,21,18334
18333,2021-09-08,11.0,65,18333
18332,2021-09-08,10.0,45,18332
18331,2021-09-08,9.0,37,18331
18330,2021-09-08,8.0,19,18330
18329,2021-09-08,7.0,48,18329
18328,2021-09-08,6.0,48,18328
18327,2021-09-08,5.0,42,18327
18326,2021-09-08,4.0,32,18326
18325,2021-09-08,3.0,68,18325
18324,2021-09-08,2.0,35,18324
18323,2021-09-08,1.0,122,18323
18322,2021-09-07,480.0,10,18322
18321,2021-09-07,479.0,9,18321
18320,2021-09-07,478.0,8,18320
18319,2021-09-07,477.0,8,18319
18318,2021-09-07,476.0,21,18318
18317,2021-09-07,475.0,9,18317
18316,2021-09-07,474.0,20,18316
18315,2021-09-07,473.0,8,18315
18314,2021-09-07,472.0,10,18314
18313,2021-09-07,471.0,16,18313
18312,2021-09-07,470.0,6,18312
18311,2021-09-07,469.0,4,18311
18310,2021-09-07,468.0,12,18310
18309,2021-09-07,467.0,9,18309
18308,2021-09-07,466.0,13,18308
18307,2021-09-07,465.0,19,18307
18306,2021-09-07,464.0,8,18306
18305,2021-09-07,463.0,15,18305
18304,2021-09-07,462.0,9,18304
18303,2021-09-07,461.0,13,18303
18302,2021-09-07,460.0,24,18302
18301,2021-09-07,459.0,4,18301
18300,2021-09-07,458.0,7,18300
18299,2021-09-07,457.0,5,18299
18298,2021-09-07,456.0,5,18298
18297,2021-09-07,455.0,20,18297
18296,2021-09-07,454.0,4,18296
18295,2021-09-07,453.0,8,18295
18294,2021-09-07,452.0,13,18294
18293,2021-09-07,451.0,7,18293
18292,2021-09-07,450.0,16,18292
18291,2021-09-07,449.0,13,18291
18290,2021-09-07,448.0,1,18290
18289,2021-09-07,447.0,17,18289
18288,2021-09-07,446.0,9,18288
18287,2021-09-07,445.0,7,18287
18286,2021-09-07,444.0,4,18286
18285,2021-09-07,443.0,5,18285
18284,2021-09-07,441.0,8,18284
18283,2021-09-07,439.0,19,18283
18282,2021-09-07,438.0,3,18282
18281,2021-09-07,437.0,10,18281
18280,2021-09-07,436.0,9,18280
18279,2021-09-07,435.0,9,18279
18278,2021-09-07,434.0,8,18278
18277,2021-09-07,432.0,13,18277
18276,2021-09-07,430.0,13,18276
18275,2021-09-07,429.0,4,18275
18274,2021-09-07,428.0,15,18274
18273,2021-09-07,427.0,20,18273
18272,2021-09-07,426.0,12,18272
18271,2021-09-07,425.0,11,18271
18270,2021-09-07,424.0,8,18270
18269,2021-09-07,423.0,5,18269
18268,2021-09-07,422.0,9,18268
18267,2021-09-07,421.0,9,18267
18266,2021-09-07,420.0,26,18266
18265,2021-09-07,419.0,13,18265
18264,2021-09-07,417.0,5,18264
18263,2021-09-07,416.0,12,18263
18262,2021-09-07,415.0,9,18262
18261,2021-09-07,414.0,9,18261
18260,2021-09-07,413.0,9,18260
18259,2021-09-07,412.0,11,18259
18258,2021-09-07,411.0,1,18258
18257,2021-09-07,410.0,1,18257
18256,2021-09-07,409.0,7,18256
18255,2021-09-07,408.0,11,18255
18254,2021-09-07,407.0,4,18254
18253,2021-09-07,406.0,1,18253
18252,2021-09-07,405.0,25,18252
18251,2021-09-07,404.0,22,18251
18250,2021-09-07,403.0,4,18250
18249,2021-09-07,402.0,7,18249
18248,2021-09-07,401.0,8,18248
18247,2021-09-07,400.0,14,18247
18246,2021-09-07,399.0,12,18246
18245,2021-09-07,398.0,26,18245
18244,2021-09-07,397.0,10,18244
18243,2021-09-07,396.0,17,18243
18242,2021-09-07,395.0,16,18242
18241,2021-09-07,394.0,16,18241
18240,2021-09-07,393.0,13,18240
18239,2021-09-07,392.0,17,18239
18238,2021-09-07,391.0,33,18238
18237,2021-09-07,390.0,44,18237
18236,2021-09-07,389.0,16,18236
18235,2021-09-07,388.0,3,18235
18234,2021-09-07,387.0,7,18234
18233,2021-09-07,386.0,18,18233
18232,2021-09-07,385.0,21,18232
18231,2021-09-07,384.0,18,18231
18230,2021-09-07,383.0,5,18230
18229,2021-09-07,382.0,7,18229
18228,2021-09-07,381.0,14,18228
18227,2021-09-07,380.0,5,18227
18226,2021-09-07,379.0,10,18226
18225,2021-09-07,378.0,1,18225
18224,2021-09-07,377.0,12,18224
18223,2021-09-07,376.0,6,18223
18222,2021-09-07,375.0,7,18222
18221,2021-09-07,374.0,13,18221
18220,2021-09-07,373.0,11,18220
18219,2021-09-07,372.0,17,18219
18218,2021-09-07,371.0,11,18218
18217,2021-09-07,370.0,8,18217
18216,2021-09-07,369.0,24,18216
18215,2021-09-07,368.0,4,18215
18214,2021-09-07,367.0,12,18214
18213,2021-09-07,366.0,6,18213
18212,2021-09-07,365.0,15,18212
18211,2021-09-07,364.0,8,18211
18210,2021-09-07,363.0,19,18210
18209,2021-09-07,362.0,6,18209
18208,2021-09-07,361.0,14,18208
18207,2021-09-07,360.0,9,18207
18206,2021-09-07,359.0,27,18206
18205,2021-09-07,358.0,8,18205
18204,2021-09-07,357.0,9,18204
18203,2021-09-07,356.0,23,18203
18202,2021-09-07,355.0,6,18202
18201,2021-09-07,354.0,13,18201
18200,2021-09-07,353.0,7,18200
18199,2021-09-07,352.0,6,18199
18198,2021-09-07,351.0,14,18198
18197,2021-09-07,350.0,9,18197
18196,2021-09-07,349.0,5,18196
18195,2021-09-07,348.0,7,18195
18194,2021-09-07,347.0,14,18194
18193,2021-09-07,346.0,4,18193
18192,2021-09-07,345.0,9,18192
18191,2021-09-07,344.0,4,18191
18190,2021-09-07,343.0,6,18190
18189,2021-09-07,342.0,9,18189
18188,2021-09-07,341.0,20,18188
18187,2021-09-07,340.0,29,18187
18186,2021-09-07,339.0,6,18186
18185,2021-09-07,338.0,14,18185
18184,2021-09-07,337.0,14,18184
18183,2021-09-07,336.0,5,18183
18182,2021-09-07,335.0,4,18182
18181,2021-09-07,334.0,12,18181
18180,2021-09-07,333.0,14,18180
18179,2021-09-07,332.0,5,18179
18178,2021-09-07,331.0,26,18178
18177,2021-09-07,330.0,10,18177
18176,2021-09-07,329.0,18,18176
18175,2021-09-07,328.0,7,18175
18174,2021-09-07,327.0,19,18174
18173,2021-09-07,326.0,24,18173
18172,2021-09-07,325.0,17,18172
18171,2021-09-07,324.0,12,18171
18170,2021-09-07,323.0,21,18170
18169,2021-09-07,322.0,9,18169
18168,2021-09-07,321.0,32,18168
18167,2021-09-07,320.0,19,18167
18166,2021-09-07,319.0,14,18166
18165,2021-09-07,318.0,18,18165
18164,2021-09-07,317.0,24,18164
18163,2021-09-07,316.0,23,18163
18162,2021-09-07,314.0,9,18162
18161,2021-09-07,313.0,14,18161
18160,2021-09-07,312.0,5,18160
18159,2021-09-07,311.0,4,18159
18158,2021-09-07,310.0,23,18158
18157,2021-09-07,309.0,11,18157
18156,2021-09-07,308.0,11,18156
18155,2021-09-07,307.0,9,18155
18154,2021-09-07,306.0,12,18154
18153,2021-09-07,305.0,49,18153
18152,2021-09-07,304.0,7,18152
18151,2021-09-07,303.0,15,18151
18150,2021-09-07,302.0,28,18150
18149,2021-09-07,301.0,23,18149
18148,2021-09-07,300.0,19,18148
18147,2021-09-07,299.0,16,18147
18146,2021-09-07,298.0,15,18146
18145,2021-09-07,297.0,44,18145
18144,2021-09-07,296.0,16,18144
18143,2021-09-07,295.0,52,18143
18142,2021-09-07,294.0,11,18142
18141,2021-09-07,293.0,11,18141
18140,2021-09-07,292.0,20,18140
18139,2021-09-07,291.0,21,18139
18138,2021-09-07,290.0,13,18138
18137,2021-09-07,289.0,9,18137
18136,2021-09-07,288.0,10,18136
18135,2021-09-07,287.0,14,18135
18134,2021-09-07,286.0,28,18134
18133,2021-09-07,285.0,15,18133
18132,2021-09-07,284.0,17,18132
18131,2021-09-07,283.0,7,18131
18130,2021-09-07,282.0,15,18130
18129,2021-09-07,281.0,25,18129
18128,2021-09-07,280.0,9,18128
18127,2021-09-07,279.0,8,18127
18126,2021-09-07,278.0,10,18126
18125,2021-09-07,277.0,19,18125
18124,2021-09-07,276.0,26,18124
18123,2021-09-07,275.0,3,18123
18122,2021-09-07,274.0,22,18122
18121,2021-09-07,273.0,16,18121
18120,2021-09-07,272.0,57,18120
18119,2021-09-07,271.0,90,18119
18118,2021-09-07,270.0,26,18118
18117,2021-09-07,269.0,12,18117
18116,2021-09-07,268.0,5,18116
18115,2021-09-07,267.0,12,18115
18114,2021-09-07,266.0,52,18114
18113,2021-09-07,265.0,14,18113
18112,2021-09-07,264.0,3,18112
18111,2021-09-07,263.0,20,18111
18110,2021-09-07,262.0,15,18110
18109,2021-09-07,261.0,3,18109
18108,2021-09-07,260.0,15,18108
18107,2021-09-07,259.0,20,18107
18106,2021-09-07,258.0,28,18106
18105,2021-09-07,257.0,8,18105
18104,2021-09-07,256.0,38,18104
18103,2021-09-07,255.0,21,18103
18102,2021-09-07,254.0,32,18102
18101,2021-09-07,253.0,19,18101
18100,2021-09-07,252.0,12,18100
18099,2021-09-07,251.0,15,18099
18098,2021-09-07,250.0,9,18098
18097,2021-09-07,249.0,8,18097
18096,2021-09-07,248.0,25,18096
18095,2021-09-07,247.0,2,18095
18094,2021-09-07,246.0,16,18094
18093,2021-09-07,245.0,17,18093
18092,2021-09-07,244.0,7,18092
18091,2021-09-07,243.0,4,18091
18090,2021-09-07,242.0,18,18090
18089,2021-09-07,241.0,4,18089
18088,2021-09-07,239.0,9,18088
18087,2021-09-07,238.0,11,18087
18086,2021-09-07,237.0,18,18086
18085,2021-09-07,236.0,7,18085
18084,2021-09-07,235.0,9,18084
18083,2021-09-07,234.0,9,18083
18082,2021-09-07,233.0,9,18082
18081,2021-09-07,232.0,13,18081
18080,2021-09-07,231.0,6,18080
18079,2021-09-07,230.0,8,18079
18078,2021-09-07,229.0,4,18078
18077,2021-09-07,228.0,11,18077
18076,2021-09-07,227.0,6,18076
18075,2021-09-07,226.0,6,18075
18074,2021-09-07,225.0,8,18074
18073,2021-09-07,224.0,10,18073
18072,2021-09-07,223.0,18,18072
18071,2021-09-07,222.0,10,18071
18070,2021-09-07,221.0,5,18070
18069,2021-09-07,220.0,2,18069
18068,2021-09-07,219.0,7,18068
18067,2021-09-07,218.0,2,18067
18066,2021-09-07,217.0,26,18066
18065,2021-09-07,216.0,13,18065
18064,2021-09-07,215.0,9,18064
18063,2021-09-07,214.0,4,18063
18062,2021-09-07,213.0,2,18062
18061,2021-09-07,212.0,17,18061
18060,2021-09-07,211.0,48,18060
18059,2021-09-07,210.0,19,18059
18058,2021-09-07,209.0,15,18058
18057,2021-09-07,207.0,8,18057
18056,2021-09-07,206.0,17,18056
18055,2021-09-07,205.0,16,18055
18054,2021-09-07,204.0,10,18054
18053,2021-09-07,203.0,3,18053
18052,2021-09-07,202.0,5,18052
18051,2021-09-07,201.0,6,18051
18050,2021-09-07,200.0,11,18050
18049,2021-09-07,199.0,2,18049
18048,2021-09-07,198.0,6,18048
18047,2021-09-07,197.0,16,18047
18046,2021-09-07,196.0,10,18046
18045,2021-09-07,195.0,17,18045
18044,2021-09-07,194.0,27,18044
18043,2021-09-07,192.0,14,18043
18042,2021-09-07,191.0,15,18042
18041,2021-09-07,190.0,14,18041
18040,2021-09-07,189.0,13,18040
18039,2021-09-07,188.0,12,18039
18038,2021-09-07,187.0,23,18038
18037,2021-09-07,186.0,15,18037
18036,2021-09-07,185.0,24,18036
18035,2021-09-07,184.0,17,18035
18034,2021-09-07,183.0,47,18034
18033,2021-09-07,182.0,56,18033
18032,2021-09-07,181.0,31,18032
18031,2021-09-07,180.0,28,18031
18030,2021-09-07,179.0,28,18030
18029,2021-09-07,178.0,23,18029
18028,2021-09-07,177.0,19,18028
18027,2021-09-07,176.0,1,18027
18026,2021-09-07,175.0,13,18026
18025,2021-09-07,174.0,37,18025
18024,2021-09-07,173.0,14,18024
18023,2021-09-07,172.0,23,18023
18022,2021-09-07,171.0,30,18022
18021,2021-09-07,170.0,13,18021
18020,2021-09-07,169.0,20,18020
18019,2021-09-07,168.0,26,18019
18018,2021-09-07,167.0,25,18018
18017,2021-09-07,166.0,19,18017
18016,2021-09-07,165.0,25,18016
18015,2021-09-07,164.0,16,18015
18014,2021-09-07,163.0,27,18014
18013,2021-09-07,162.0,32,18013
18012,2021-09-07,161.0,16,18012
18011,2021-09-07,160.0,14,18011
18010,2021-09-07,159.0,58,18010
18009,2021-09-07,158.0,33,18009
18008,2021-09-07,157.0,17,18008
18007,2021-09-07,156.0,16,18007
18006,2021-09-07,155.0,13,18006
18005,2021-09-07,154.0,33,18005
18004,2021-09-07,153.0,29,18004
18003,2021-09-07,152.0,19,18003
18002,2021-09-07,151.0,37,18002
18001,2021-09-07,150.0,36,18001
18000,2021-09-07,149.0,40,18000
17999,2021-09-07,148.0,23,17999
17998,2021-09-07,147.0,17,17998
17997,2021-09-07,146.0,39,17997
17996,2021-09-07,145.0,43,17996
17995,2021-09-07,144.0,24,17995
17994,2021-09-07,143.0,25,17994
17993,2021-09-07,142.0,33,17993
17992,2021-09-07,141.0,43,17992
17991,2021-09-07,140.0,20,17991
17990,2021-09-07,139.0,32,17990
17989,2021-09-07,138.0,27,17989
17988,2021-09-07,137.0,20,17988
17987,2021-09-07,136.0,42,17987
17986,2021-09-07,135.0,43,17986
17985,2021-09-07,134.0,17,17985
17984,2021-09-07,133.0,47,17984
17983,2021-09-07,132.0,22,17983
17982,2021-09-07,131.0,41,17982
17981,2021-09-07,130.0,16,17981
17980,2021-09-07,129.0,22,17980
17979,2021-09-07,128.0,18,17979
17978,2021-09-07,127.0,19,17978
17977,2021-09-07,126.0,18,17977
17976,2021-09-07,125.0,33,17976
17975,2021-09-07,124.0,71,17975
17974,2021-09-07,123.0,36,17974
17973,2021-09-07,122.0,10,17973
17972,2021-09-07,121.0,27,17972
17971,2021-09-07,120.0,23,17971
17970,2021-09-07,119.0,46,17970
17969,2021-09-07,118.0,22,17969
17968,2021-09-07,117.0,27,17968
17967,2021-09-07,116.0,29,17967
17966,2021-09-07,115.0,27,17966
17965,2021-09-07,114.0,25,17965
17964,2021-09-07,113.0,36,17964
17963,2021-09-07,112.0,21,17963
17962,2021-09-07,111.0,28,17962
17961,2021-09-07,110.0,24,17961
17960,2021-09-07,109.0,17,17960
17959,2021-09-07,108.0,11,17959
17958,2021-09-07,107.0,31,17958
17957,2021-09-07,106.0,19,17957
17956,2021-09-07,105.0,6,17956
17955,2021-09-07,104.0,8,17955
17954,2021-09-07,103.0,43,17954
17953,2021-09-07,102.0,9,17953
17952,2021-09-07,100.0,10,17952
17951,2021-09-07,99.0,13,17951
17950,2021-09-07,98.0,18,17950
17949,2021-09-07,97.0,14,17949
17948,2021-09-07,96.0,49,17948
17947,2021-09-07,95.0,22,17947
17946,2021-09-07,94.0,7,17946
17945,2021-09-07,93.0,14,17945
17944,2021-09-07,92.0,21,17944
17943,2021-09-07,91.0,20,17943
